director,cast,year,movie_name,rating
Nick Castle,"Ellen DeGeneres,Bill Pullman,Joan Cusack,Dean Stockwell,Joan Plowright,John Livingston,Robert Goulet,Ellen Cleghorne,Hope Davis,Brad William Henke,Christine Cattell,Peter White,Polly Holliday,Briant Wells,Camille Saviola",1996,Mr. Wrong,3.7
,"Poppy Montgomery,Dylan Walsh,James Hiroyuki Liao,Jane Curtin,Dallas Roberts,Tawny Cypress",,Unforgettable,6.7
Clint Eastwood,"Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak,Jim Haynie,Sarah Kathryn Schmitt,Christopher Kroon,Phyllis Lyons,Debra Monk,Richard Lage,Michelle Benes,Alison Wiegert,Brandon Bobst,Pearl Faessler,R.E. 'Stick' Faessler",1995,The Bridges of Madison County,7.5
Doris Drrie,"Maria Schrader,Pierre Sanoussi-Bliss,Michael von Au,Elisabeth Trissenaar,Ingo Naujoks,Joachim Krl,Peggy Parnass,Lorose Keller,Anya Hoffmann,Erwin Grosche,Roland Kabelitz,Steffen Grbner,Oliver Ngele,Ute Maria Lerner,Laura Medinger",1994,Nobody Loves Me,7.4
Brian Henson,"Tim Curry,Billy Connolly,Jennifer Saunders,Kevin Bishop,Dave Goelz,Steve Whitmire,Jerry Nelson,Kevin Clash,Bill Barretta,Frank Oz,John Henson,Danny Blackner,Peter Geeves,Harry Jones,David Nicholls",1996,Muppet Treasure Island,6.9
Robert Leacock,"Christy Turlington,Azzedine Alaa,Giorgio Armani,Nadja Auermann,Sandra Bernhard,Kate Betts,Brandi,Carla Bruni,Naomi Campbell,Nino Cerruti,Helena Christensen,Francesco Clemente,Grace Coddington,Cindy Crawford,Rufus Crawford",1995,Catwalk,6.4
James Bruce,"Raymond J. Barry,Rustam Branaman,Jennifer MacDonald,Taylor Nichols,David Selby,Paul Williams,April Grace,Biff Yeager,Tom Bresnahan,Deborah De Voto",1995,Headless Body in Topless Bar,4.7
Martin Scorsese,"Diahnne Abbott,Frank Adu,Victor Argo,Gino Ardito,Garth Avery,Peter Boyle,Albert Brooks,Harry Cohn,Copper Cunningham,Robert De Niro,Brenda Dickson,Harry Fischler,Jodie Foster,Nat Grant,Leonard Harris",1976,Taxi Driver,8.3
Mel Gibson,"James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey,Brian Cox,Patrick McGoohan,Peter Hanly,Sophie Marceau,Stephen Billington",1995,Braveheart,8.4
Stanley Tong,"Jackie Chan,Anita Mui,Franoise Yip,Bill Tung,Marc Akerstream,Garvin Cross,Morgan Lam,Ailen Sit,Man-Ching Chan,Fred Andrucci,Mark Antoniuk,Lauro Chartrand,Chris Franco,Lance Gibson,David Hooper",1995,Rumble in the Bronx,6.7
Barbet Schroeder,"Meryl Streep,Liam Neeson,Edward Furlong,Julia Weldon,Alfred Molina,Daniel von Bargen,John Heard,Ann Magnuson,Alison Folland,Kaiulani Lee,Larry Pine,Ellen Lancaster,Wesley Addy,Oliver Graney,Bernadette Quigley",1996,Before and After,6.1
Mort Ransen,"Helena Bonham Carter,Clive Russell,Craig Anthony Olejnik,Kate Nelligan,Kenneth Welsh,Andrea Morris,Peter Boretski,Barrie Dunn,Norma Dell'Agnese,Glenn Wadman,Elizabeth Richardson,Ida Donovan,Gordon Joe,Wayne Reynolds,Murdoch MacDonald",1995,Margaret's Museum,7.3
Jon Blair,"Kenneth Branagh,Janny Brandes-Brilslijper,Glenn Close,Rose De Liema,Sal De Liema,Buddy Elias,Bloeme Evers,Anne Frank,Edith Frank,Margot Frank,Miep Gies,Frieda Menco,Werner Peter Pfeffer,Hannah Pick-Goslar,Joely Richardson",1995,Anne Frank Remembered,8.2
tienne Chatiliez,"Michel Serrault,Eddy Mitchell,Sabine Azma,Carmen Maura,Franois Morel,Guilaine Londez,Virginie Darmon,Alexandra London,Christophe Kourotchkine,Jean Bousquet,Eric Cantona,Jol Cantona,Catherine Jacob,Daniel Russo,Roger Gicquel",1995,Happiness Is in the Field,7
Benjamin Ross,"Tobias Arnold,Ruth Sheen,Roger Lloyd Pack,Hugh O'Conor,Norman Caro,Dorothea Alexander,Charlotte Coleman,Paul Stacey,Samantha Edmonds,Robert Demeger,Jack Deam,Peter Pacey,Joost Siedhoff,Vilma Hollingbery,Frank Mills",1995,The Young Poisoner's Handbook,7.1
Eric Schaeffer,"Sarah Jessica Parker,Eric Schaeffer,Ben Stiller,Elle Macpherson,James Rebhorn,Robert John Burke,David Thornton,Bill Sage,Dominic Chianese,Scarlett Johansson,Michael Storms,Jason Myers,Emily Hart,Paul Greco,Mujibur Rahman",1996,If Lucy Fell,4.9
Charles T. Kanganis,"Halle Berry,James Belushi,Bill Hunter,Casey Affleck,Eliza Dushku,Kevin Tighe,Anthony Ruivivar,J. Moki Cho,Dion Basco,Sara Tanaka,Nadja Pionilla,Adriane Napualani Uganiza,Steve Zahn,Robert Hughes,Jeff Truman",1996,Race the Sun,5.3
Andrew Davis,"Andy Garcia,Alan Arkin,Rachel Ticotin,Joe Pantoliano,Holland Taylor,Ally Walker,David Ogden Stiers,Charles Rocket,Richard Bradford,Kevin McCarthy,Nathan Davis,Dominik Garca-Lorido,Mike Nussbaum,Rita Taggart,Takaaki Ishibashi",1995,Steal Big Steal Little,4.8
Reginald Hudlin,"Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Martin Lawrence,Grace Jones,Geoffrey Holder,Eartha Kitt,Chris Rock,Tisha Campbell-Martin,Lela Rochon,John Witherspoon,Bebe Drake,John Canada Terrell,Leonard Jackson",1992,Boomerang,5.4
Kar-Wai Wong,"Brigitte Lin,Tony Chiu Wai Leung,Faye Wong,Takeshi Kaneshiro,Valerie Chow,Jinquan Chen,Lee-Na Kwan,Zhiming Huang,Liang Zhen,Songshen Zuo",1994,Chungking Express,8.1
David O. Russell,"Ben Stiller,Patricia Arquette,Ta Leoni,Mary Tyler Moore,George Segal,Alan Alda,Lily Tomlin,Richard Jenkins,Josh Brolin,Celia Weston,Glenn Fitzgerald,Beth Stern,Cynthia LaMontagne,David Patrick Kelly,John Ford Noonan",1996,Flirting with Disaster,6.8
Peter MacDonald,"Jason James Richter,Melody Kay,Jack Black,Carole Finn,Ryan Bollman,Freddie Jones,Julie Cox,Moya Brady,Tony Robinson,Thomas Petruo,Tracey Ellis,Kevin McNulty,Nicole Parker,Adrien Dorval,Kaefan Shaw",1994,The Neverending Story III,3.1
Jim Hill,"Richard Griffiths,Maggie Steed,Malcolm Sinclair,Bella Enahoro,Nick Raggett,Joe Duttine,Ashley Russell,Samantha Womack,Natalie Morse,Barry Woolgar,Chris Hargreaves,James Wallace,Dail Sullivan,Tamsin Weston,Nick Patrick",,The Policeman's Daughter,8
Michel Negroponte,"Maggie Cogan,Katina Pendleton",1995,Jupiter's Wife,7.2
Michael Lindsay-Hogg,"Corban Walker,Niall Toibin,Owen Roe,Gabriel Byrne,Anne Parillaud,Alan Devine,Edward Naessens,Laurent Mellet,Ulrich Funke,Guy Verame,Christine Keane,Victoria Begeja,Julian Negulesco,Jean-Claude Frissung,Corine Blue",1995,Frankie Starlight,6.7
ngel Muiz,"Luisito Mart,Caridad Ravelo,Ral Carbonell,Rafael Villalona,Joel Garcia,Randolph Feliz,Alfonso Zayas,Bersaida Vega,Rosalba Rolon,Manny Gironny,Ledesma,Rafael Decena,Graciela Mas,Carlota Carretero,Fermn Surez",1995,Nueba Yol,7
Rebecca Miller,"Miranda Rhyne,Charlotte Eve Blythe,Anna Levine,John Ventimiglia,Ruth Maleczech,Vincent Gallo,Garrett Bemer,Peter Facinelli,Hynden Walch,Henry Stram,Caitlin Hall,Frances Conroy,Gerard Lyons III,Rodger L. Phillips,Io Tillett Wright",1995,Angela,6.5
Craig Baldwin,"Lloyd Dunn,Chris Grigg,Mark Hosler,Don Joyce,Doug Kahn,Casey Kasem,Alan Korn,Richard Lyons,Paul Neff,John Oswald,Josh Pearson,David 'Weatherman' Wills",1995,Sonic Outlaws,7.4
,"Randy Savage,Ric Flair,Larry Pfohl,Steve Borden,Jushin Liger,Chris Benoit,Alex Wright,Marc Mero,Eddie Guerrero,Masahiro Chno,Tony Schiavone,Arn Anderson,Bill Danenhauer,Jimmy Hart,Bobby Heenan",1995,WCW Starrcade 1995,5.8
David S. Ward,"Kelsey Grammer,Lauren Holly,Rob Schneider,Harry Dean Stanton,Bruce Dern,William H. Macy,Ken Hudson Campbell,Toby Huss,Duane Martin,Jonathan Penner,Bradford Tatum,Harland Williams,Rip Torn,James Martin Jr.,Jordan Marder",1996,Down Periscope,6
Mark Rappaport,"Mary Beth Hurt,Jean Seberg",1995,From the Journals of Jean Seberg,7.2
Barry Levinson,"Robin Williams,Christopher Walken,Laura Linney,Lewis Black,Jeff Goldblum,David Alpay,Faith Daniels,Tina Fey,Amy Poehler,Doug Murray,Chris Matthews,James Carville,Catherine Crier,Rick Roberts,Karen Hines",2006,Man of the Year,6.2
Terence Davies,"Jacob Tierney,Drake Bell,Gena Rowlands,Diana Scarwid,Denis Leary,Bob Hannah,Aaron Frisch,Charles Franzen,Leo Burmester,Sherry Velvet,Stephanie Astalos-Jones,Ian Shearer,Joan Glover,Jill Jane Clements,Tom Turbiville",1995,The Neon Bible,6.1
Mike Nichols,"Robin Williams,Gene Hackman,Nathan Lane,Dianne Wiest,Dan Futterman,Calista Flockhart,Hank Azaria,Christine Baranski,Tom McGowan,Grant Heslov,Kirby Mitchell,James Lally,Luca Tommassini,Luis Camacho,Andr Fuentes",1996,The Birdcage,7
Henri Charr,"Wendi Westbrook,Barbara Niven,Taylor Leigh,Stephanie Ann Smith,Sai Tyler,K. Phillip Anthony,Jon Asher,Trisha Berdot,Tammy Newbold,Rosario,Cinder Zurflush,Mia Leigh,Dot-Marie Jones,Susan Nelmida,Monique Jenkins",1995,Under Lock and Key,5
Jakov Sedlar,"Martin Sheen,Michael York,Morgan Fairchild,Paul Guilfoyle,George Coe,Ray Girardin,Frank Finlay,Tony Zazula,William Hootkins,Angelo Santiago,Mustafa Nadarevic,Zlatko Crnkovic,Mirko Boman,Slavko Brankov,Ivan Brkic",1995,Gospa,5.1
Jaime Camino,"Jos Luis Gmez,Jack Shepherd,ngela Molina,Ferm Reixach,Mart Galindo,Vctor Rubio,Noel J. Samson,Iaki Aierra,Joy Blackburn,Vicky Pea,Mara Mercader,Montse Anda,Elisenda Nogue,Antonio Nodar,Joan Gibert",1988,Lights and Shadows,7.6
Edward Burns,"Shari Albert,Maxine Bahns,Catharine Bolz,Connie Britton,Edward Burns,Peter Johansen,Jennifer Jostyn,Michael McGlone,Elizabeth McKay,Jack Mulcahy",1995,The Brothers McMullen,6.6
Christopher Cain,"Stephen Lang,Ryan Slater,Yi Ding,Wang Fei,Zhou Jian Zhong,Yao Er Ga,O Mi Jia Can,Cheu Gang,He Yu,Yeh Hui,Shou Wei,Isabella Hofmann,Brian Wagner,Joanne Dorian,Doug Abrahams",1995,The Amazing Panda Adventure,5.8
"Sean Combs,Craig Henry","Riddick Bowe,Sean Combs,Quinnes Dammond Parker,Faith Evans,Misa Hylton-Brim,Jadakiss,Lil' Kim,Sheek Louch,Craig Mack,Michael Marcel Keith,Mase,The Notorious B.I.G.,Styles P.,Busta Rhymes,Black Rob",2004,Bad Boy's 10th Anniversary... The Hits,6.8
Scott Kalvert,"Leonardo DiCaprio,Lorraine Bracco,Marilyn Sokol,James Madio,Patrick McGaw,Mark Wahlberg,Roy Cooper,Vincent Pastore,Bruno Kirby,Jimmy Papiris,Nick Gaetani,Alexander Chaplin,Ben Monk,Josh Mostel,Juliette Lewis",1995,The Basketball Diaries,7.3
Mike Newell,"Alan Rickman,Hugh Grant,Georgina Cates,Alun Armstrong,Peter Firth,Prunella Scales,Rita Tushingham,Alan Cox,Edward Petherbridge,Nicola Pagett,Carol Drinkwater,Clive Merrison,Gerard McSorley,Ruth McCabe,James Frain",1995,An Awfully Big Adventure,6.1
Michael Caton-Jones,"Liam Neeson,Jessica Lange,John Hurt,Tim Roth,Eric Stoltz,Andrew Keir,Brian Cox,Brian McCardie,Gilbert Martin,Vicki Masson,Gilly Gilchrist,Jason Flemyng,Ewan Stewart,David Hayman,Brian McArthur",1995,Rob Roy,6.9
Hal Hartley,"Isabelle Huppert,Martin Donovan,Elina Lwensohn,Damian Young,Chuck Montgomery,Dave Simonds,Pamela Stewart,Erica Gimpel,Jan Leslie Harding,Terry Alexander,Holt McCallany,Hugh Palmer,Michael Imperioli,Angel Caban,Emmanuel Xuereb",1994,Amateur,7
Ron Howard,"Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris,Kathleen Quinlan,Mary Kate Schellhardt,Emily Ann Lloyd,Miko Hughes,Max Elliott Slade,Jean Speegle Howard,Tracy Reiner,David Andrews,Michele Little,Chris Ellis",1995,Apollo 13,7.6
Joel Schumacher,"Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell,Michael Gough,Pat Hingle,Drew Barrymore,Debi Mazar,Elizabeth Sanders,Rene Auberjonois,Joe Grifasi,Philip Moon,Jessica Tuck,Dennis Paladino",1995,Batman Forever,5.4
Luis Buuel,"Catherine Deneuve,Jean Sorel,Michel Piccoli,Genevive Page,Pierre Clmenti,Franoise Fabian,Macha Mril,Muni,Maria Latour,Claude Cerval,Michel Charrel,Iska Khan,Bernard Musson,Marcel Charvey,Franois Maistre",1967,Belle de Jour,7.8
John Boorman,"Patricia Arquette,U Aung Ko,Frances McDormand,Spalding Gray,Tiara Jacquelina,Kuswadinata,Victor Slezak,Jit Murad,Ye Myint,Cho Cho Myint,Johnny Cheah,Haji Mohd Rajoli,Azmi Hassan,Ahmad Fithi,Adelle Lutz",1995,Beyond Rangoon,6.6
"Jacopo Manfren,Sabrina Culver","Sabrina Culver,Tamara Goodwin,John Michaelson,Lynne Alana Delaney,Ruben Roberto Gomez,Mike Breyer,Sabrina Machado,Martin Doordan,Lynne Newton,Lucy Rayner,Eric Jepson,John Kyle Sutton,Leland Karlton,Ashton Tyler,Jacopo Manfren",2014,Addiction: This Is Not a Love Story,8
Brad Silberling,"Chauncey Leopardi,Spencer Vrooman,Malachi Pearson,Cathy Moriarty,Eric Idle,Ben Stein,Don Novello,Fred Rogers,Terry Murphy,Bill Pullman,Christina Ricci,Ernestine Mercer,Doug Bruckner,Joe Nipote,Joe Alaskey",1995,Casper,6
"Paul Auster,Wayne Wang","Lou Reed,Michael J. Fox,Roseanne Barr,Mel Gorham,Jim Jarmusch,Lily Tomlin,Jared Harris,Giancarlo Esposito,Malik Yoba,Jos Ziga,Victor Argo,Stephen Gevedon,The John Lurie National Orchestra,Madonna,Sharif Rashed",1995,Blue in the Face,6.7
Michael Moore,"John Candy,Alan Alda,Rhea Perlman,Kevin Pollak,Rip Torn,Kevin J. O'Connor,Bill Nunn,G.D. Spradlin,Steven Wright,James Belushi,Brad Sullivan,Stanley Anderson,Richard Council,Wallace Shawn,Michael Copeman",1995,Canadian Bacon,5.9
Tony Scott,"Denzel Washington,Gene Hackman,Matt Craven,George Dzundza,Viggo Mortensen,James Gandolfini,Rocky Carroll,Jaime Gomez,Michael Milhoan,Scott Burkholder,Danny Nucci,Lillo Brancato,Eric Bruskotter,Ricky Schroder,Steve Zahn",1995,Crimson Tide,7.3
Spike Lee,"Harvey Keitel,John Turturro,Delroy Lindo,Mekhi Phifer,Isaiah Washington,Keith David,Peewee Love,Regina Taylor,Thomas Jefferson Byrd,Sticky Fingaz,Fredro Starr,Elvis Nolasco,Lawrence B. Adisa,Hassan Johnson,Frances Foster",1995,Clockers,6.9
Robert Rodriguez,"Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,Steve Buscemi,Carlos Gmez,Quentin Tarantino,Tito Larriva,Angel Aviles,Danny Trejo,Abraham Verduzco,Carlos Gallardo,Albert Michel Jr.,David Alvarado,Angela Lanza",1995,Desperado,7.2
John McTiernan,"Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,Colleen Camp,Larry Bryggman,Anthony Peck,Nicholas Wyman,Sam Phillips,Kevin Chamberlin,Sharon Washington,Stephen Pearlman,Michael Alexander Jackson,Aldis Hodge,Mischa Hausserman",1995,Die Hard: With a Vengeance,7.6
Terry Zwigoff,"Robert Crumb,Aline Kominsky,Charles Crumb,Maxon Crumb,Robert Hughes,Martin Muller,Don Donahue,Dana Morgan,Trina Robbins,Spain Rodriguez,Bill Griffith,Deirdre English,Peggy Orenstein,Beatrice Crumb,Kathy Goodell",1994,Crumb,8
Carl Franklin,"Denzel Washington,Tom Sizemore,Jennifer Beals,Don Cheadle,Maury Chaykin,Terry Kinney,Mel Winkler,Albert Hall,Lisa Nicole Carson,Jernard Burks,David Fonteno,John Roselius,Beau Starr,Steven Randazzo,Scott Lincoln",1995,Devil in a Blue Dress,6.7
Jerry Zucker,"Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham,Christopher Villiers,Valentine Pelka,Colin McCormack,Ralph Ineson,John Gielgud,Stuart Bunce,Jane Robbins,Jean Marie Coffey,Paul Kynman,Tom Lucy",1995,First Knight,5.9
Iain Softley,"Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Laurence Mason,Renoly Santiago,Fisher Stevens,Alberta Watson,Darren Lee,Peter Y. Kim,Ethan Browne,Lorraine Bracco,Wendell Pierce,Michael Gaston,Marc Anthony",1995,Hackers,6.2
Christopher Ashley,"Steven Weber,Peter Jacobson,Tom Cayler,David Thornton,Lee Mark Nelson,John Ganun,Michael T. Weiss,Joe Dain,Jeffrey Ross,Irma St. Paule,Patrick Stewart,Nicky Paraiso,K. Todd Freeman,Robert Klein,Patti Ann O'Connell",1995,Jeffrey,6.7
Christopher Menaul,"Embeth Davidtz,Tom Bell,Gemma Jones,James Purefoy,Ben Chaplin,Kenneth Anderson,Greg Wise,David Neal,Julian Protheroe,Mark Neal,Tim Preece,Daphne Neville,Charles De'Ath,Colin Prockter,Richard Hope",1995,Feast of July,6.4
Gregg Araki,"James Duval,Rose McGowan,Johnathon Schaech,Cress Williams,Skinny Puppy,Dustin Nguyen,Margaret Cho,Lauren Tewes,Christopher Knight,Nicky Katt,Johanna Went,Perry Farrell,Amanda Bearse,Parker Posey,Salvator Xuereb",1995,The Doom Generation,5.9
Dwight H. Little,"Jason James Richter,Francis Capra,Mary Kate Schellhardt,August Schellenberg,Michael Madsen,Jayne Atkinson,Mykelti Williamson,Elizabeth Pea,Jon Tenney,Paul Tuerpe,M. Emmet Walsh,John Considine,Steve Kahan,Neal Matarazzo,Al Sapienza",1995,Free Willy 2: The Adventure Home,4.9
Danny Cannon,"Sylvester Stallone,Armand Assante,Rob Schneider,Jrgen Prochnow,Max von Sydow,Diane Lane,Joanna Miles,Joan Chen,Balthazar Getty,Maurice Roves,Ian Dury,Christopher Adamson,Ewen Bremner,Peter Marinker,Angus MacInnes",1995,Judge Dredd,5.4
Robert Longo,"Keanu Reeves,Dina Meyer,Ice-T,Takeshi Kitano,Denis Akiyama,Dolph Lundgren,Henry Rollins,Barbara Sukowa,Udo Kier,Tracy Tweed,Falconer Abraham,Don Francks,Diego Chambers,Sherry Miller,Arthur Eng",1995,Johnny Mnemonic,5.6
John Fortenberry,"Pauly Shore,Tia Carrere,Stanley Tucci,Brian Doyle-Murray,Abe Vigoda,Charles Napier,Richard Edson,Richard Riehle,Alex Datcher,Richard T. Jones,Sharon Barr,Jack McGee,Nick Bakay,Ernie Lee Banks,Shelley Winters",1995,Jury Duty,4
,"Dennis Miller,Bryan Adams,Kevin Bacon,Drew Barrymore,Boris Becker,Bill Bellamy,Bon Jovi,Bobby Brown,Eric Clapton,George Clooney,Sean Combs,Sofia Coppola,Sheryl Crow,Claire Danes,Michael DeLorenzo",1995,MTV Video Music Awards 1995,5.6
Tom DiCillo,"Steve Buscemi,Catherine Keener,Dermot Mulroney,Danielle von Zerneck,James Le Gros,Rica Martens,Peter Dinklage,Kevin Corrigan,Hilary Gilford,Robert Wightman,Tom Jarmusch,Michael Griffiths,Matthew Grace,Ryan Bowker,Francesca DiMauro",1995,Living in Oblivion,7.6
Clive Barker,"Scott Bakula,Kevin J. O'Connor,Joseph Latimore,Sheila Tousey,Susan Traylor,Ashley Tesoro,Michael Angelo Stuno,Barbara Patrick,J. Trevor Edmond,Wayne Grace,Mikey LeBeau,Daniel von Bargen,Johnny Venocur,Jordan Marder,Barry Del Sherman",1995,Lord of Illusions,6
Dan Trachtenberg,"John Goodman,Mary Elizabeth Winstead,John Gallagher Jr.,Douglas M. Griffin,Suzanne Cryer,Bradley Cooper,Sumalee Montano,Frank Mottek",2016,10 Cloverfield Lane,7.7
Bryan Spicer,"Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank,Amy Jo Johnson,David Yost,Paul Schrier,Jason Narvy,Paul Freeman,Gabrielle Fitzpatrick,Nicholas Bell,Peta-Maree Rixon,Jean Paul Bell,Kerry Casey,Mark Ginther",1995,Mighty Morphin Power Rangers: The Movie,5
Kevin Smith,"Shannen Doherty,Jeremy London,Jason Lee,Claire Forlani,Ben Affleck,Joey Lauren Adams,Rene Humphrey,Jason Mewes,Ethan Suplee,Stan Lee,Priscilla Barnes,Michael Rooker,Carol Banker,Steven Blackwell,Kyle Boe",1995,Mallrats,7.2
Anthony Waller,"Marina Zudina,Fay Ripley,Evan Richards,Oleg Yankovskiy,Igor Volkov,Sergei Karlenkov,Alec Guinness,Aleksandr Pyatkov,Nikolai Pastukhov,Aleksandr Bureyev,Stephen Bouser,Valeri Barakhtin,Nikolay Chindyaykin,Vyacheslav Naumenko,Larisa Khusnullina",1995,Mute Witness,6.8
Irwin Winkler,"Sandra Bullock,Jeremy Northam,Dennis Miller,Diane Baker,Wendy Gazelle,Ken Howard,Ray McKinnon,Daniel Schorr,L. Scott Caldwell,Robert Gossett,Kristina Krofft,Juan Garcia,Tony Perez,Margo Winkler,Gene Kirkwood",1995,The Net,5.8
David Anspaugh,"Elizabeth Perkins,Whoopi Goldberg,Shadia Simmons,Erica Luttrell,Matthew Koller,Gwyneth Paltrow,Kathleen Turner,Scott Wickware,Kelli Fox,Harrison Liu,Wayne Lam,Ken Wong,Carlton Watson,Jack Jessop,Josef Sommer",1995,Moonlight and Valentino,5.8
Michael Almereyda,"Elina Lwensohn,Nic Ratner,Karl Geary,Peter Fonda,Martin Donovan,Jack Lotz,Galaxy Craze,David Lynch,Isabel Gillies,Jos Ziga,Bernadette Jurkowski,Jeff Winner,Sean,Suzy Amis,Jared Harris",1994,Nadja,6
Chris Columbus,"Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack,Jeff Goldblum,Robin Williams,Mia Cottet,Joey Simmrin,Ashley Johnson,Alexa PenaVega,Aislin Roche,Priscilla Alden,Edward Ivory,James Brady,Charles Martinet",1995,Nine Months,5.4
Daisy von Scherler Mayer,"Parker Posey,Anthony DeSando,Guillermo Daz,Donna Mitchell,Liev Schreiber,Omar Townsend,Sasha von Scherler,Lum Chang Pang,Elizabeth Beer,Richard Topol,C. Francis Blackchild,John Ventimiglia,Dwight Ewell,Teresa Lebron,Wendell Daughtery",1995,Party Girl,6.6
Gregory Widen,"Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,Viggo Mortensen,Amanda Plummer,Moriah 'Shining Dove' Snyder,Adam Goldberg,Steve Hytner,J.C. Quinn,Emma Shenah,Albert Nelson,Shawn Nelson,Emily Conforto,Sioux-z Jessup",1995,The Prophecy,6.6
Todd Haynes,"Julianne Moore,Xander Berkeley,Dean Norris,Julie Burgess,Ronnie Farer,Jodie Markell,Susan Norman,Martha Velez,Chauncey Leopardi,Saachiko,Tim Gardner,Wendy Haynes,Allan Wasserman,Jean St. James,Steven Gilborn",1995,Safe,7.1
Norman Ren,"Mia Farrow,Tony Goldwyn,Juana Barrios,Mike Heibeck,Vee Brown,Jack Gilpin,Scott Glenn,Mary-Louise Parker,William Duell,Deborah Rush,Anthony Pagano,Debra Monk,Giancarlo Esposito,Joanne Krispin,Lisa Krispin",1995,Reckless,5
Paul Verhoeven,"Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer,Robert Davi,Alan Rachins,Gina Ravera,Lin Tucci,Greg Travis,Al Ruscio,Patrick Bristow,William Shockley,Michelle Johnston,Dewey Weber,Rena Riffel",1995,Showgirls,4.6
Lasse Hallstrm,"Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands,Kyra Sedgwick,Brett Cullen,Haley Aull,Muse Watson,Anne Shropshire,Ginnie Randall,Terrence Currier,Rebecca Koon,Rhoda Griffis,Lisa Roberts Gillian,Deborah Hobart",1995,Something to Talk About,5.7
"Wayne Wang,Paul Auster","Giancarlo Esposito,Jos Ziga,Stephen Gevedon,Harvey Keitel,Jared Harris,William Hurt,Daniel Auster,Harold Perrineau,Deirdre O'Connell,Victor Argo,Michelle Hurst,Forest Whitaker,Stockard Channing,Vincenzo Amelia,Erica Gimpel",1995,Smoke,7.4
Roger Donaldson,"Ben Kingsley,Michael Madsen,Alfred Molina,Forest Whitaker,Marg Helgenberger,Natasha Henstridge,Michelle Williams,Jordan Lund,Don Fischer,Scott McKenna,Virginia Morris,Jayne Luke,David K. Schroeder,David Jensen,Esther Scott",1995,Species,5.8
Kathryn Bigelow,"Ralph Fiennes,Angela Bassett,Juliette Lewis,Tom Sizemore,Michael Wincott,Vincent D'Onofrio,Glenn Plummer,Brigitte Bako,Richard Edson,William Fichtner,Josef Sommer,Joe Urla,Nicky Katt,Michael Jace,Louise LeCavalier",1995,Strange Days,7.2
James Keach,"Robert Duvall,Aidan Quinn,Frances Fisher,Brian Dennehy,Lexi Randall,Kaytlyn Knowles,Francesca Eastwood,Joe Stevens,Billy Bob Thornton,Victor Wong,Paul Lazar,Spencer Garrett,Park Overall,Zach Grenier,Wayne Dehart",1995,The Stars Fell on Henrietta,6.5
Jacques Demy,"Catherine Deneuve,Nino Castelnuovo,Anne Vernon,Marc Michel,Ellen Farner,Mireille Perrey,Jean Champion,Pierre Caden,Jean-Pierre Dorat,Bernard Fradet,Michel Benoist,Philippe Dumat,Dorothe Blanck,Jane Carat,Harald Wolff",1964,The Umbrellas of Cherbourg,7.8
Beeban Kidron,"Wesley Snipes,Patrick Swayze,John Leguizamo,Stockard Channing,Blythe Danner,Arliss Howard,Jason London,Chris Penn,Melinda Dillon,Beth Grant,Alice Drummond,Marceline Hugot,Jennifer Milmore,Jamie Harrold,Mike Hodge",1995,"To Wong Foo Thanks for Everything, Julie Newmar",6.3
